"question_id","audio_path","existing_media_duration_ms","detected_media_duration_ms","status","note"
"disney-260215-184","2026-02-24/disney-audio-004.mp3",,,"missing_file","C:\Users\mark\musical-theatre-quiz\2026-02-24\disney-audio-004.mp3"
"disney-260215-185","2026-02-24/disney-audio-005.mp3",,,"missing_file","C:\Users\mark\musical-theatre-quiz\2026-02-24\disney-audio-005.mp3"
"disney-260215-186","2026-02-24/disney-audio-006.mp3",,,"missing_file","C:\Users\mark\musical-theatre-quiz\2026-02-24\disney-audio-006.mp3"
"disney-260215-187","2026-02-24/disney-audio-007.mp3",,,"missing_file","C:\Users\mark\musical-theatre-quiz\2026-02-24\disney-audio-007.mp3"
"disney-260215-188","2026-02-24/disney-audio-008.mp3",,,"missing_file","C:\Users\mark\musical-theatre-quiz\2026-02-24\disney-audio-008.mp3"
"disney-260215-189","2026-02-24/disney-audio-009.mp3",,,"missing_file","C:\Users\mark\musical-theatre-quiz\2026-02-24\disney-audio-009.mp3"
"disney-260215-190","2026-02-24/disney-audio-010.mp3",,,"missing_file","C:\Users\mark\musical-theatre-quiz\2026-02-24\disney-audio-010.mp3"
"disney-260215-221","2026-02-24/disney-audio-011.mp3",,,"missing_file","C:\Users\mark\musical-theatre-quiz\2026-02-24\disney-audio-011.mp3"
"disney-260215-222","2026-02-24/disney-audio-012.mp3",,,"missing_file","C:\Users\mark\musical-theatre-quiz\2026-02-24\disney-audio-012.mp3"
"disney-260215-223","2026-02-24/disney-audio-013.mp3",,,"missing_file","C:\Users\mark\musical-theatre-quiz\2026-02-24\disney-audio-013.mp3"
"disney-260215-224","2026-02-24/disney-audio-014.mp3",,,"missing_file","C:\Users\mark\musical-theatre-quiz\2026-02-24\disney-audio-014.mp3"
"disney-260215-225","2026-02-24/disney-audio-015.mp3",,,"missing_file","C:\Users\mark\musical-theatre-quiz\2026-02-24\disney-audio-015.mp3"
"disney-260215-226","2026-02-24/disney-audio-016.mp3",,,"missing_file","C:\Users\mark\musical-theatre-quiz\2026-02-24\disney-audio-016.mp3"
"disney-260215-227","2026-02-24/disney-audio-017.mp3",,,"missing_file","C:\Users\mark\musical-theatre-quiz\2026-02-24\disney-audio-017.mp3"
"disney-260215-228","2026-02-24/disney-audio-018.mp3",,,"missing_file","C:\Users\mark\musical-theatre-quiz\2026-02-24\disney-audio-018.mp3"
"disney-260215-229","2026-02-24/disney-audio-019.mp3",,,"missing_file","C:\Users\mark\musical-theatre-quiz\2026-02-24\disney-audio-019.mp3"
"disney-260215-230","2026-02-24/disney-audio-020.mp3",,,"missing_file","C:\Users\mark\musical-theatre-quiz\2026-02-24\disney-audio-020.mp3"
"disney-260215-231","2026-02-24/disney-audio-021.mp3",,,"missing_file","C:\Users\mark\musical-theatre-quiz\2026-02-24\disney-audio-021.mp3"
"disney-260215-232","2026-02-24/disney-audio-022.mp3",,,"missing_file","C:\Users\mark\musical-theatre-quiz\2026-02-24\disney-audio-022.mp3"
"disney-260215-233","2026-02-24/disney-audio-023.mp3",,,"missing_file","C:\Users\mark\musical-theatre-quiz\2026-02-24\disney-audio-023.mp3"
"disney-260215-234","2026-02-24/disney-audio-024.mp3",,,"missing_file","C:\Users\mark\musical-theatre-quiz\2026-02-24\disney-audio-024.mp3"
"disney-260215-235","2026-02-24/disney-audio-025.mp3",,,"missing_file","C:\Users\mark\musical-theatre-quiz\2026-02-24\disney-audio-025.mp3"
"modern-260215-061","2026-02-15/audio-001.mp3",,,"missing_file","C:\Users\mark\musical-theatre-quiz\2026-02-15\audio-001.mp3"
"modern-260215-062","2026-02-15/audio-002.mp3",,,"missing_file","C:\Users\mark\musical-theatre-quiz\2026-02-15\audio-002.mp3"
"modern-260215-063","2026-02-15/audio-003.mp3",,,"missing_file","C:\Users\mark\musical-theatre-quiz\2026-02-15\audio-003.mp3"
"modern-260215-064","2026-02-15/audio-004.mp3",,,"missing_file","C:\Users\mark\musical-theatre-quiz\2026-02-15\audio-004.mp3"
"modern-260215-065","2026-02-15/audio-005.mp3",,,"missing_file","C:\Users\mark\musical-theatre-quiz\2026-02-15\audio-005.mp3"
"modern-260215-066","2026-02-15/audio-006.mp3",,,"missing_file","C:\Users\mark\musical-theatre-quiz\2026-02-15\audio-006.mp3"
"modern-260215-067","2026-02-15/audio-007.mp3",,,"missing_file","C:\Users\mark\musical-theatre-quiz\2026-02-15\audio-007.mp3"
"modern-260215-068","2026-02-15/audio-008.mp3",,,"missing_file","C:\Users\mark\musical-theatre-quiz\2026-02-15\audio-008.mp3"
"modern-260215-069","2026-02-15/audio-009.mp3",,,"missing_file","C:\Users\mark\musical-theatre-quiz\2026-02-15\audio-009.mp3"
"modern-260215-070","2026-02-15/audio-010.mp3",,,"missing_file","C:\Users\mark\musical-theatre-quiz\2026-02-15\audio-010.mp3"
"modern-260215-071","2026-02-15/audio-011.mp3",,,"missing_file","C:\Users\mark\musical-theatre-quiz\2026-02-15\audio-011.mp3"
"modern-260215-072","2026-02-15/audio-012.mp3",,,"missing_file","C:\Users\mark\musical-theatre-quiz\2026-02-15\audio-012.mp3"
"modern-260215-073","2026-02-15/audio-013.mp3",,,"missing_file","C:\Users\mark\musical-theatre-quiz\2026-02-15\audio-013.mp3"
"modern-260215-074","2026-02-15/audio-014.mp3",,,"missing_file","C:\Users\mark\musical-theatre-quiz\2026-02-15\audio-014.mp3"
"modern-260215-075","2026-02-15/audio-015.mp3",,,"missing_file","C:\Users\mark\musical-theatre-quiz\2026-02-15\audio-015.mp3"
"modern-260215-076","2026-02-15/audio-016.mp3",,,"missing_file","C:\Users\mark\musical-theatre-quiz\2026-02-15\audio-016.mp3"
"modern-260215-077","2026-02-15/audio-017.mp3",,,"missing_file","C:\Users\mark\musical-theatre-quiz\2026-02-15\audio-017.mp3"
"modern-260215-078","2026-02-15/audio-018.mp3",,,"missing_file","C:\Users\mark\musical-theatre-quiz\2026-02-15\audio-018.mp3"
"modern-260215-079","2026-02-15/audio-019.mp3",,,"missing_file","C:\Users\mark\musical-theatre-quiz\2026-02-15\audio-019.mp3"
"modern-260215-080","2026-02-15/audio-020.mp3",,,"missing_file","C:\Users\mark\musical-theatre-quiz\2026-02-15\audio-020.mp3"
"sondheim-260217-071","2026-02-17/audio-001.mp3",,,"missing_file","C:\Users\mark\musical-theatre-quiz\2026-02-17\audio-001.mp3"
"sondheim-260217-072","2026-02-17/audio-002.mp3",,,"missing_file","C:\Users\mark\musical-theatre-quiz\2026-02-17\audio-002.mp3"
"sondheim-260217-073","2026-02-17/audio-003.mp3",,,"missing_file","C:\Users\mark\musical-theatre-quiz\2026-02-17\audio-003.mp3"
"sondheim-260217-074","2026-02-17/audio-004.mp3",,,"missing_file","C:\Users\mark\musical-theatre-quiz\2026-02-17\audio-004.mp3"
"sondheim-260217-075","2026-02-17/audio-005.mp3",,,"missing_file","C:\Users\mark\musical-theatre-quiz\2026-02-17\audio-005.mp3"
"sondheim-260217-076","2026-02-17/audio-006.mp3",,,"missing_file","C:\Users\mark\musical-theatre-quiz\2026-02-17\audio-006.mp3"
"sondheim-260217-077","2026-02-17/audio-007.mp3",,,"missing_file","C:\Users\mark\musical-theatre-quiz\2026-02-17\audio-007.mp3"
"sondheim-260217-078","2026-02-17/audio-008.mp3",,,"missing_file","C:\Users\mark\musical-theatre-quiz\2026-02-17\audio-008.mp3"
"sondheim-260217-079","2026-02-17/audio-009.mp3",,,"missing_file","C:\Users\mark\musical-theatre-quiz\2026-02-17\audio-009.mp3"
"sondheim-260217-080","2026-02-17/audio-010.mp3",,,"missing_file","C:\Users\mark\musical-theatre-quiz\2026-02-17\audio-010.mp3"
"sondheim-260217-081","2026-02-17/audio-011.mp3",,,"missing_file","C:\Users\mark\musical-theatre-quiz\2026-02-17\audio-011.mp3"
"sondheim-260217-082","2026-02-17/audio-012.mp3",,,"missing_file","C:\Users\mark\musical-theatre-quiz\2026-02-17\audio-012.mp3"
"sondheim-260217-083","2026-02-17/audio-013.mp3",,,"missing_file","C:\Users\mark\musical-theatre-quiz\2026-02-17\audio-013.mp3"
"sondheim-260217-084","2026-02-17/audio-014.mp3",,,"missing_file","C:\Users\mark\musical-theatre-quiz\2026-02-17\audio-014.mp3"
"sondheim-260217-085","2026-02-17/audio-015.mp3",,,"missing_file","C:\Users\mark\musical-theatre-quiz\2026-02-17\audio-015.mp3"
"sondheim-260217-086","2026-02-17/audio-016.mp3",,,"missing_file","C:\Users\mark\musical-theatre-quiz\2026-02-17\audio-016.mp3"
"sondheim-260217-087","2026-02-17/audio-017.mp3",,,"missing_file","C:\Users\mark\musical-theatre-quiz\2026-02-17\audio-017.mp3"
"sondheim-260217-088","2026-02-17/audio-018.mp3",,,"missing_file","C:\Users\mark\musical-theatre-quiz\2026-02-17\audio-018.mp3"
"sondheim-260217-089","2026-02-17/audio-019.mp3",,,"missing_file","C:\Users\mark\musical-theatre-quiz\2026-02-17\audio-019.mp3"
"sondheim-260217-090","2026-02-17/audio-020.mp3",,,"missing_file","C:\Users\mark\musical-theatre-quiz\2026-02-17\audio-020.mp3"
