pack_id,pack_name,pack_round_type,question_id,question_round_type,answer_type,question_text,option_a,option_b,option_c,option_d,answer_index,answer_text,accepted_answers,explanation,audio_path,image_path,media_type,prompt_target,clue_source,primary_show_key,media_duration_ms,audio_clip_type
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0018,general,mcq,"Which musical theatre song contains these lyrics:

Life is your restaurant
And I'm your maitre d'",A Whole New World,Be Our Guest,Kiss The Girl,Friend Like Me,3,Friend Like Me,,"""Friend Like Me"" is from Aladdin.",,,text,song_title,lyric_excerpt,aladdin,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0019,general,mcq,"Which song are these lyrics from:

Heart, don't fail me now.
Courage, don't desert me.",Once Upon a December,In My Dreams,Learn to Do It,Journey to the Past,3,Journey to the Past,,"""Journey to the Past"" is from Anastasia.",,,text,song_title,lyric_excerpt,anastasia,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0020,general,mcq,"Name the song title from this lyric excerpt:

Dancing bears,
Painted wings,
Things I almost remember,",Journey to the Past,Once Upon a December,In a Crowd of Thousands,In My Dreams,1,Once Upon a December,,"""Once Upon a December"" is from Anastasia.",,,text,song_title,lyric_excerpt,anastasia,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0021,general,mcq,"Which song title matches this lyric excerpt:

Instead of kisses
We get kicked!",Tomorrow,NYC,It's the Hard Knock Life,Maybe,2,It's the Hard Knock Life,,"""It's the Hard Knock Life"" is from Annie.",,,text,song_title,lyric_excerpt,annie,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0022,general,mcq,"Which musical theatre song contains these lyrics:

Betcha they're young
Betcha they're smart",Maybe,NYC,It's the Hard Knock Life,Tomorrow,0,Maybe,,"""Maybe"" is from Annie.",,,text,song_title,lyric_excerpt,annie,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0023,general,mcq,"Which song are these lyrics from:

The city's bright
As a penny arcade
It blinks, it tilts, it rings",Maybe,It's the Hard Knock Life,NYC,Tomorrow,2,NYC,,"""NYC"" is from Annie.",,,text,song_title,lyric_excerpt,annie,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0024,general,mcq,"Name the song title from this lyric excerpt:

When I'm stuck with a day
That's gray, and lonely",Maybe,NYC,It's the Hard Knock Life,Tomorrow,3,Tomorrow,,"""Tomorrow"" is from Annie.",,,text,song_title,lyric_excerpt,annie,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0025,general,mcq,"Which song title matches this lyric excerpt:

I can get a sparrow
With a bow and arrow.",Anything You Can Do,You Can't Get a Man With a Gun,There's No Business Like Show Business,Moonshine Lullaby,0,Anything You Can Do,,"""Anything You Can Do"" is from Annie Get Your Gun.",,,text,song_title,lyric_excerpt,annie_get_your_gun,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0026,general,mcq,"Which musical theatre song contains these lyrics:

Behind the hill
There's a busy little still
Where your Pappy's workin' in the moonlight",Moonshine Lullaby,You Can't Get a Man With a Gun,Anything You Can Do,There's No Business Like Show Business,0,Moonshine Lullaby,,"""Moonshine Lullaby"" is from Annie Get Your Gun.",,,text,song_title,lyric_excerpt,annie_get_your_gun,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0027,general,mcq,"Which song are these lyrics from:

Traveling through the country is so thrilling
Standing out in front on opening nights",There's No Business Like Show Business,Moonshine Lullaby,Anything You Can Do,You Can't Get a Man With a Gun,0,There's No Business Like Show Business,,"""There's No Business Like Show Business"" is from Annie Get Your Gun.",,,text,song_title,lyric_excerpt,annie_get_your_gun,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0028,general,mcq,"Name the song title from this lyric excerpt:

But a man never trifles
With gals who carry rifles",Anything You Can Do,Moonshine Lullaby,You Can't Get a Man With a Gun,There's No Business Like Show Business,2,You Can't Get a Man With a Gun,,"""You Can't Get a Man With a Gun"" is from Annie Get Your Gun.",,,text,song_title,lyric_excerpt,annie_get_your_gun,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0029,general,mcq,"Which song title matches this lyric excerpt:

Times have changed,
And we've often rewound the clock,","Blow, Gabriel, Blow",You're the Top,I Get a Kick Out of You,Anything Goes,3,Anything Goes,,"""Anything Goes"" is from Anything Goes.",,,text,song_title,lyric_excerpt,anything_goes,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0030,general,mcq,"Which musical theatre song contains these lyrics:

Come on you scamps, get up you sinners!
You're all too full of expensive dinners.",You're the Top,Anything Goes,"Blow, Gabriel, Blow",I Get a Kick Out of You,2,"Blow, Gabriel, Blow",,"""Blow, Gabriel, Blow"" is from Anything Goes.",,,text,song_title,lyric_excerpt,anything_goes,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0031,general,mcq,"Which song are these lyrics from:

Mere alcohol doesn't thrill me at all","Blow, Gabriel, Blow",I Get a Kick Out of You,Anything Goes,You're the Top,1,I Get a Kick Out of You,,"""I Get a Kick Out of You"" is from Anything Goes.",,,text,song_title,lyric_excerpt,anything_goes,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0032,general,mcq,"Name the song title from this lyric excerpt:

But I got a notion
I'll second the motion",I Get a Kick Out of You,"Blow, Gabriel, Blow",You're the Top,Anything Goes,2,You're the Top,,"""You're the Top"" is from Anything Goes.",,,text,song_title,lyric_excerpt,anything_goes,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0033,general,mcq,"Which song title matches this lyric excerpt:

The delivery boy's on Wall Street,
And the the usherette's a rock star",Ballad of Czolgosz,Unworthy of Your Love,Everybody's Got the Right,Another National Anthem,3,Another National Anthem,,"""Another National Anthem"" is from Assassins.",,,text,song_title,lyric_excerpt,assassins,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0034,general,mcq,"Which musical theatre song contains these lyrics:

In the U.S.A.
You can work your way
To the head of the line!""",Another National Anthem,Ballad of Czolgosz,Everybody's Got the Right,Unworthy of Your Love,1,Ballad of Czolgosz,,"""Ballad of Czolgosz"" is from Assassins.",,,text,song_title,lyric_excerpt,assassins,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0035,general,mcq,"Which song are these lyrics from:

Hey, pal- feelin' blue?
Don't know what to do?",Another National Anthem,Everybody's Got the Right,Ballad of Czolgosz,Unworthy of Your Love,1,Everybody's Got the Right,,"""Everybody's Got the Right"" is from Assassins.",,,text,song_title,lyric_excerpt,assassins,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0036,general,mcq,"Name the song title from this lyric excerpt:

I am nothing,
You are wind and devil and God",Everybody's Got the Right,Ballad of Czolgosz,Another National Anthem,Unworthy of Your Love,3,Unworthy of Your Love,,"""Unworthy of Your Love"" is from Assassins.",,,text,song_title,lyric_excerpt,assassins,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0037,general,mcq,"Which song title matches this lyric excerpt:

Look around and you will find
No one's really colour blind.",If You Were Gay,"There's a Fine, Fine Line",Another Saturday Night in New York,Everyone's A Little Bit Racist,3,Everyone's A Little Bit Racist,,"""Everyone's A Little Bit Racist"" is from Avenue Q.",,,text,song_title,lyric_excerpt,avenue_q,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0038,general,mcq,"Which musical theatre song contains these lyrics:

You can count on me
To always be
Beside you every day",If You Were Gay,Blood in the Water,"There's a Fine, Fine Line",Everyone's A Little Bit Racist,0,If You Were Gay,,"""If You Were Gay"" is from Avenue Q.",,,text,song_title,lyric_excerpt,avenue_q,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0039,general,mcq,"Which song are these lyrics from:

I guess if someone doesn't love you back it isn't such a crime,",When You're Good to Mama,If You Were Gay,"There's a Fine, Fine Line",Everyone's A Little Bit Racist,2,"There's a Fine, Fine Line",,"""There's a Fine, Fine Line"" is from Avenue Q.",,,text,song_title,lyric_excerpt,avenue_q,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0040,general,mcq,"Name the song title from this lyric excerpt:

I wanna know that I can find inside me anyone I need
I wanna be Donna McKechnie, Donna Summer, Donna Reed",I Want It All,What’ll It Be,What Could Be Better,Story Goes On,0,I Want It All,,"""I Want It All"" is from Baby.",,,text,song_title,lyric_excerpt,baby,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0041,general,mcq,"Which song title matches this lyric excerpt:

And all these things I feel and more
My mother's mother felt and hers before",What Could Be Better,Story Goes On,I Want It All,If I Believed,1,Story Goes On,,"""Story Goes On"" is from Baby.",,,text,song_title,lyric_excerpt,baby,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0042,general,mcq,"Which musical theatre song contains these lyrics:

Your sense of mission, my sense of duty
Your disposition my inner beauty",I Love You Because,Story Goes On,I Want It All,What Could Be Better,3,What Could Be Better,,"""What Could Be Better"" is from Baby.",,,text,song_title,lyric_excerpt,baby,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0043,general,mcq,"Which song are these lyrics from:

Oh women of earth, wind and flame
Born under changin' skies",Prologue,Epilogue,Change of Plan,Out of the Dark,0,Prologue,,"""Prologue"" is from Ballad Lines.",,,text,song_title,lyric_excerpt,ballad_lines,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0044,general,mcq,"Name the song title from this lyric excerpt:

I've moved on
This is the happiest home
Of all the homes I can remember",Secondhand Shame,Words Are Not Enough,Out of the Dark,Sarah's Song,0,Secondhand Shame,,"""Secondhand Shame"" is from Ballad Lines.",,,text,song_title,lyric_excerpt,ballad_lines,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0045,general,mcq,"Which song title matches this lyric excerpt:

Up out of your seat
Down off of the stand
Step out to the sweet beat the bugle plays",The Colors Of My Life,Love Makes Such Fools of Us All,Come Follow The Band,There's a Sucker Born Ev'ry Minute,2,Come Follow The Band,,"""Come Follow The Band"" is from Barnum.",,,text,song_title,lyric_excerpt,barnum,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0046,general,mcq,"Which musical theatre song contains these lyrics:

No quiet browns and grays,
I'll take my days instead
And fill them till they overflow
With rose and cherry red!",The Colors Of My Life,Come Follow The Band,Love Makes Such Fools of Us All,There's a Sucker Born Ev'ry Minute,0,The Colors Of My Life,,"""The Colors Of My Life"" is from Barnum.",,,text,song_title,lyric_excerpt,barnum,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0047,general,mcq,"Which song are these lyrics from:

I have mad, gigantic feelings,
Red and frantic feelings,
About most everything",Michael in the Bathroom,More Than Survive,The Pitiful Children,I Love Play Rehearsal,3,I Love Play Rehearsal,,"""I Love Play Rehearsal"" is from Be More Chill.",,,text,song_title,lyric_excerpt,be_more_chill,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0048,general,mcq,"Name the song title from this lyric excerpt:

But I'd rather fake pee than stand awkwardly
Or pretend to check a text on my phone",Michael in the Bathroom,I Love Play Rehearsal,More Than Survive,The Pants Song,0,Michael in the Bathroom,,"""Michael in the Bathroom"" is from Be More Chill.",,,text,song_title,lyric_excerpt,be_more_chill,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0049,general,mcq,"Which song title matches this lyric excerpt:

They can sing, they can dance
After all, Miss, this is France",Be Our Guest,Belle,Something There,Beauty and the Beast,0,Be Our Guest,,"""Be Our Guest"" is from Beauty and the Beast.",,,text,song_title,lyric_excerpt,beauty_and_the_beast,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0050,general,mcq,"Which musical theatre song contains these lyrics:

Certain as the sun
Rising in the east",Be Our Guest,Belle,Something There,Beauty and the Beast,3,Beauty and the Beast,,"""Beauty and the Beast"" is from Beauty and the Beast.",,,text,song_title,lyric_excerpt,beauty_and_the_beast,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0051,general,mcq,"Which song are these lyrics from:

It's like that there's a music, playing in your ear
And I'm listening, and I'm listening, and then I disappear",Corner of the Sky,Out There,Electricity,The Wizard and I,2,Electricity,,"""Electricity"" is from Billy Elliot.",,,text,song_title,lyric_excerpt,billy_elliot,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0052,general,mcq,"Name the song title from this lyric excerpt:

What is wrong with dressing up in satin and lace?
Get some earrings, some mascara, heels and a fan.",Expressing Yourself,The Wall in My Head,I Am What I Am,Astonishing,0,Expressing Yourself,,"""Expressing Yourself"" is from Billy Elliot.",,,text,song_title,lyric_excerpt,billy_elliot,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0053,general,mcq,"Which song title matches this lyric excerpt:

Missed your stamping and your shouting
I have missed telling you off",Letter,Dear Theodosia,Everything I Know,How Could I Ever Know,0,Letter,,"""Letter"" is from Billy Elliot.",,,text,song_title,lyric_excerpt,billy_elliot,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0054,general,mcq,"Which musical theatre song contains these lyrics:

Where we can begin again,
Feel we can win and then
Live just like livin' should be.",Marilyn Monroe,Bright New Day,Easy Terms,Tell Me It's Not True,1,Bright New Day,,"""Bright New Day"" is from Blood Brothers.",,,text,song_title,lyric_excerpt,blood_brothers,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0055,general,mcq,"Which song are these lyrics from:

Living on the never never,
Constant as the changing weather",Bright New Day,Easy Terms,I'm Not Saying a Word,Marilyn Monroe,1,Easy Terms,,"""Easy Terms"" is from Blood Brothers.",,,text,song_title,lyric_excerpt,blood_brothers,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0056,general,mcq,"Name the song title from this lyric excerpt:

I'd take a page in all the papers
I'd announce it in the news
If it was the guy, if I was in his shoes",Marilyn Monroe,Bright New Day,I'm Not Saying a Word,Tell Me It's Not True,2,I'm Not Saying a Word,,"""I'm Not Saying a Word"" is from Blood Brothers.",,,text,song_title,lyric_excerpt,blood_brothers,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0057,general,mcq,"Which song title matches this lyric excerpt:

By the time I was twenty-five
I looked like forty-two
With seven hungry mouths to feed
And one more nearly due",I'm Not Saying a Word,Bright New Day,Marilyn Monroe,Easy Terms,2,Marilyn Monroe,,"""Marilyn Monroe"" is from Blood Brothers.",,,text,song_title,lyric_excerpt,blood_brothers,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0058,general,mcq,"Which musical theatre song contains these lyrics:

Say it's just two clowns,
Who couldn't get their lines right",I'm Not Saying a Word,Marilyn Monroe,Tell Me It's Not True,Bright New Day,2,Tell Me It's Not True,,"""Tell Me It's Not True"" is from Blood Brothers.",,,text,song_title,lyric_excerpt,blood_brothers,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0059,general,mcq,"Which song are these lyrics from:

Put down the knitting, the book and the broom
It's time for a holiday",Maybe this Time,Mein Herr,Cabaret,Don't Tell Mama,2,Cabaret,,"""Cabaret"" is from Cabaret.",,,text,song_title,lyric_excerpt,cabaret,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0060,general,mcq,"Name the song title from this lyric excerpt:

He will hold me fast
I'll be home at last",Cabaret,Don't Tell Mama,Maybe this Time,Mein Herr,2,Maybe this Time,,"""Maybe this Time"" is from Cabaret.",,,text,song_title,lyric_excerpt,cabaret,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0061,general,mcq,"Which song title matches this lyric excerpt:

I've seen how you sparkle
When fall nips the air.
I know you in autumn
And I must be there.",If Ever I Would Leave You,Some Enchanted Evening,I Have Dreamed,Younger Than Springtime,0,If Ever I Would Leave You,,"""If Ever I Would Leave You"" is from Camelot.",,,text,song_title,lyric_excerpt,camelot,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0062,general,mcq,"Which musical theatre song contains these lyrics:

Pearls and ruby rings...
Ah, how can worldly things
Take the place of honour lost?",Glitter And Be Gay,The Glamorous Life,Vanilla Ice Cream,Poor Wand'ring One,0,Glitter And Be Gay,,"""Glitter And Be Gay"" is from Candide.",,,text,song_title,lyric_excerpt,candide,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0063,general,mcq,"Which song are these lyrics from:

Words wouldn't come in an easy way
Round in circles I'd go!",Glitter And Be Gay,June Is Bustin' Out All Over,If I Loved You,You'll Never Walk Alone,2,If I Loved You,,"""If I Loved You"" is from Carousel.",,,text,song_title,lyric_excerpt,carousel,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0064,general,mcq,"Name the song title from this lyric excerpt:

March went out like a lion
A-whippin' up the water in the bay
Then April cried and stepped aside,
And along come pretty little May!",Don't Rain On My Parade,June Is Bustin' Out All Over,You'll Never Walk Alone,If I Loved You,1,June Is Bustin' Out All Over,,"""June Is Bustin' Out All Over"" is from Carousel.",,,text,song_title,lyric_excerpt,carousel,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0065,general,mcq,"Which song title matches this lyric excerpt:

At the end of the storm
Is a golden sky",You'll Never Walk Alone,June Is Bustin' Out All Over,I'm The Greatest Star,If I Loved You,0,You'll Never Walk Alone,,"""You'll Never Walk Alone"" is from Carousel.",,,text,song_title,lyric_excerpt,carousel,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0066,general,mcq,"Which musical theatre song contains these lyrics:

He's the cat we all greet as he walks down the street
In his coat of fastidious black",Macavity The Mystery Cat,Bustopher Jones,Memory,Mr. Mistoffelees,1,Bustopher Jones,,"""Bustopher Jones"" is from Cats.",,,text,song_title,lyric_excerpt,cats,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0067,general,mcq,"Which song are these lyrics from:

He's broken every human law
He breaks the law of gravity",Bustopher Jones,Mr. Mistoffelees,Memory,Macavity The Mystery Cat,3,Macavity The Mystery Cat,,"""Macavity The Mystery Cat"" is from Cats.",,,text,song_title,lyric_excerpt,cats,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0068,general,mcq,"Name the song title from this lyric excerpt:

Burnt out ends of smoky days
The stale, cold smell of morning",Memory,Macavity The Mystery Cat,Mr. Mistoffelees,Bustopher Jones,0,Memory,,"""Memory"" is from Cats.",,,text,song_title,lyric_excerpt,cats,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0069,general,mcq,"Which song title matches this lyric excerpt:

He can pick any card from a pack
He is equally cunning with dice",Macavity The Mystery Cat,Bustopher Jones,Memory,Mr. Mistoffelees,3,Mr. Mistoffelees,,"""Mr. Mistoffelees"" is from Cats.",,,text,song_title,lyric_excerpt,cats,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0070,general,mcq,"Which musical theatre song contains these lyrics:

And you ask me why I love her
Through wars, death and despair",One Night in Bangkok,Nobody's Side,Anthem,I Know Him So Well,2,Anthem,,"""Anthem"" is from Chess.",,,text,song_title,lyric_excerpt,chess,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0071,general,mcq,"Which song are these lyrics from:

Wanting far too much for far too long.
Looking back I could have played it differently",Nobody's Side,One Night in Bangkok,I Know Him So Well,Anthem,2,I Know Him So Well,,"""I Know Him So Well"" is from Chess.",,,text,song_title,lyric_excerpt,chess,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0072,general,mcq,"Name the song title from this lyric excerpt:

Everybody's playing the game
But nobody's rules are the same",Nobody's Side,I Know Him So Well,Anthem,One Night in Bangkok,0,Nobody's Side,,"""Nobody's Side"" is from Chess.",,,text,song_title,lyric_excerpt,chess,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0073,general,mcq,"Which song title matches this lyric excerpt:

You'll find a god in every golden cloister
And if you're lucky then the god's a she
I can feel an angel sliding up to me",Anthem,I Know Him So Well,Nobody's Side,One Night in Bangkok,3,One Night in Bangkok,,"""One Night in Bangkok"" is from Chess.",,,text,song_title,lyric_excerpt,chess,,
waxing_lyrical_mcq,Waxing Lyrical (MCQ),general,WaxingM-0074,general,mcq,"Which musical theatre song contains these lyrics:

It's just a noisy hall
Where there's a nightly brawl",Razzle Dazzle,Cell Block Tango,All That Jazz,Mr. Cellophane,2,All That Jazz,,"""All That Jazz"" is from Chicago.",,,text,song_title,lyric_excerpt,chicago,,
